date,order_book_id,open,high,low,close,volume,total_turnover,alpha001,alpha002,alpha003,alpha004,alpha005,alpha006,alpha007,alpha009,alpha010,alpha011,alpha012,alpha013,alpha015,alpha016,alpha017,alpha018,alpha020,alpha021,alpha022,alpha023,alpha024,alpha026,alpha027,alpha028,alpha030,alpha031,alpha032,alpha033,alpha034,alpha037,alpha038,alpha040,alpha041,alpha042,alpha043,alpha044,alpha045,alpha046,alpha047,alpha048,alpha049,alpha050,alpha051,alpha053,alpha054,alpha055,alpha057,alpha058,alpha059,alpha060,alpha061,alpha062,alpha063,alpha064,alpha065,alpha066,alpha067,alpha068,alpha069,alpha070,alpha073,alpha074,alpha075,alpha076,alpha077,alpha078,alpha079,alpha080,alpha081,alpha082,alpha083,alpha086,alpha087,alpha089,alpha090,alpha091,alpha092,alpha093,alpha095,alpha098,alpha099,alpha100,alpha101,y
2019/5/15,CI005008.INDX,5634.457,5734.357,5634.366,5719.3356,828660400,8991814000,0.850197294,-0.603868825,-0.46706575,-8,-0.362370653,-0.50259406,-1,-140.047,-140.047,0.06965128,-140.047,-0.944193912,-2.151745495,-0.774802706,-0.419925277,-0.525366404,-0.347805433,1,-0.073826708,0,-31.9279,-0.782608696,1,-3.46E-06,0.129187431,2.419216888,0.008911631,0.491554054,0.074063644,1.229834548,-0.655709107,-0.438756734,5575.631392,1.099482461,9,-0.431689653,-0.145619866,-1,0.309121483,0.003965742,-140.047,-0.815498155,-140.047,-11.60219668,-0.788560651,-0.333176725,-20301.54509,-6,-8,-0.000836822,FALSE,-1,-0.452868147,-1,-1,-4.260304912,-0.974478679,0,-0.592665726,-0.58159629,-3,-1,TRUE,-1,0.174670433,0.655510644,FALSE,-0.838923337,-1,-0.047780605,-122034.5025,0,-10,-14,-0.850197294,-0.45250351,1,17.58208955,TRUE,0.13830286,-1,-0.000512587,0.848853908,-0.003092545
2019/5/16,CI005008.INDX,5730.741,5846.959,5716.797,5841.03,994416300,11288624000,0.850197294,-0.874488451,-0.135757408,-9,-0.41130104,-0.16450005,-1,-121.6944,-121.6944,0.970802488,-121.6944,-0.963641488,-2.481418919,-0.882468997,-0.292110997,-0.554678692,-0.379367766,-1,-0.382410191,0,-198.0527,-0.845154255,1,-5.81E-06,0.066483756,2.072791999,0.008889652,0.462556306,0.092368347,1.178760428,-0.77123358,-0.144626997,5667.991609,0.923076923,17,-0.522307506,-0.138722047,-1,0.190455879,0.00485077,-121.6944,-0.815498155,-121.6944,-0.383058227,-0.867679787,-0.570637464,-23051.80964,-6,-8,-0.000986096,FALSE,-1,-0.83901184,-1,-1,-5.804630152,-0.992312713,0,-0.667827827,-0.227867644,-1,-1,FALSE,-1,0.072975518,0.620591688,FALSE,-0.838923337,-1,-0.12242013,-126294.4615,0,-7,-14,-0.850197294,-0.763219467,1,7.665943601,TRUE,-0.306610408,-1,-0.000673552,0.847314521,-0.036515306
2019/5/17,CI005008.INDX,5849.98,5850.32,5608.637,5626.5216,1063188300,10836125000,0.623308906,-0.161112554,-0.488162387,-6,-0.356318321,-0.502589335,-1,214.5084,214.5084,1.010060362,214.5084,-0.94222097,-2.664414414,-0.966178129,-0.007701375,-0.010710259,-0.732717619,1,-0.031195955,0,-47.233,-0.952579344,1,9.92E-06,0.066867241,2.337319977,0.008916588,0.987331081,0.969867643,1.709767196,-0.012064059,-0.381930664,5626.28298,1.258503401,57,-0.985189307,0.295637649,-1,2.382470395,-0.002965607,214.5084,-0.815498155,214.5084,9.075376227,-0.089909396,-0.439821625,-25265.90367,-6,-8,0.000375945,TRUE,-1,-0.735670894,-1,-1,-6.782891022,-0.890494291,0,-0.545753798,-1.71E-26,-4,-1,FALSE,-1,0.066384181,0.702128069,TRUE,-0.838923337,-1,-0.694939214,-74042.57694,0,-2,-14,-0.003239866,-0.708001872,1,5.048571429,TRUE,-0.5302391,-1,-2.77E-05,-0.924589133,-0.003763018
2019/5/20,CI005008.INDX,5614.521,5619.908,5481.407,5585.2017,914538200,8486227000,0.478438557,-0.096686863,-0.457119351,-3,-0.326742253,-0.463799466,-1,41.3199,41.3199,0.879611158,-41.3199,-0.918827508,-2.662725225,-0.954622322,-0.176530531,-0.341882751,-0.006161852,1,-0.06879186,0,134.1339,-0.952579344,1,-3.31E-06,0.146808579,2.681272265,0.008946295,0.822072072,0.71979724,1.592825448,-0.122528434,-0.425882282,5457.433013,1.335917313,42,-0.742830033,-0.288831558,-1,1.637997052,-0.000834016,41.3199,-0.815498155,41.3199,-0.325330363,-0.769292528,-0.69559439,-29669.9581,-4,-7,-0.000556228,TRUE,0,-0.302420491,0,-1,-7.278656126,-0.516285179,0,-0.243402923,-5.62E-25,-7,-1,FALSE,-2,0.240583804,0.828996728,TRUE,-0.415538606,-1,-0.103477523,-137513.4953,0,-1,-11,-0.001369424,-0.311183903,1,5.070301291,TRUE,-0.490857947,-1,-0.000571756,-0.21168864,0.01883248
2019/5/21,CI005008.INDX,5590.052,5752.07,5590.052,5735.5363,936515400,9806051000,0.335822999,0.065910334,-0.548083894,-5,-0.36470769,-0.54166064,-1,-150.3346,-150.3346,0.253700427,-150.3346,-0.153043968,-2.462556306,-0.874577227,-0.470242654,-0.581736189,-0.237629245,1,-0.069580351,0,105.4937,-0.952579344,1,-6.19E-06,0.15859276,0.527495816,0.008997634,0.425957207,0.063925655,1.184016131,-0.249493354,-0.464863821,5565.774533,1.071063104,85,-0.66828564,-0.142091066,-1,0.571890855,0.002192429,-150.3346,-0.766143911,-150.3346,-0.809555543,-0.789699635,-0.517265152,-39204.36491,-4,-8,-0.000685838,FALSE,-1,-0.38253393,-1,0,-7.234330887,-0.982889822,0,-0.198910654,-0.76320399,-9,-1,FALSE,-6,0.356403013,0.932285973,FALSE,-9.08E-06,-1,-0.118744699,-147950.7781,0,-1,-3,-0.041360221,-0.161441273,1,14.4638472,TRUE,-0.391701828,-1,-0.000662734,0.89794592,-0.001921477
2019/5/22,CI005008.INDX,5736.528,5762.989,5673.915,5701.6483,865943700,8530815000,0.130636979,0.103502003,-0.483555464,-8,-0.368357032,-0.461318425,-1,33.888,33.888,0.107250366,-33.888,-0.640078918,-1.681024775,-0.843010147,-0.014593988,-0.30777903,-0.290144581,1,-0.224762462,0,-75.1267,-0.801783726,1,1.63E-06,0.165178571,-0.03907297,0.008980987,0.833051802,0.689664883,1.606603695,-0.139074908,-0.430195181,5619.763903,1.130562061,75,-0.677113021,-0.221148142,-1,1.768211123,-0.000455371,33.888,-0.779520295,33.888,-3.698071203,-0.320991889,0.020944008,-72528.499,-2,-8,0.000120686,FALSE,0,-0.424089595,-1,-1,-7.098814229,-0.792188158,0,-0.198910654,-3.32E-17,-6,-1,FALSE,-6,0.223163842,0.967777007,TRUE,-9.08E-06,-1,-0.714729997,-221638.5095,0,-2,1,-0.267192785,-0.299953205,1.5,16.73295455,TRUE,-0.279418659,-1,-0.00010219,-0.391576761,0.010351463
2019/5/23,CI005008.INDX,5692.028,5719.402,5613.606,5627.743,1030040800,9851915000,0.478438557,0.165255931,-0.384136573,-6,-0.342498325,-0.368560183,-8,73.9053,73.9053,0.925459979,73.9053,-0.033821871,-0.89161036,-0.769729425,-0.119731893,-0.206313416,-0.059295158,-1,-0.008745928,0,-42.5413,-0.801783726,1,3.70E-06,0.170969442,-0.034943646,0.008960029,0.88597973,0.824556463,1.709352625,-0.083427733,-0.304410691,5570.611216,1.26105919,120,-0.468072117,0.356521714,-1,2.571895103,-0.001195739,73.9053,-0.779520295,73.9053,6.471441624,-0.141433363,0.378340682,-107380.5961,-1,-7,0.000191026,TRUE,0,-0.135220869,-1,-1,-7.074534161,-0.437856273,0,-0.017251676,-1.74E-11,-3,-1,FALSE,-6,0.260357815,0.92269129,TRUE,-6.29E-05,-1,-0.684478372,-212808.4317,0,-1,-6,-0.340191657,-0.444548432,5,18.39256506,TRUE,-0.235349273,-1,-4.33E-05,-0.607625925,0.013116715
2019/5/24,CI005008.INDX,5600.551,5658.521,5579.989,5605.3489,890918900,8279127000,0.335822999,0.739926437,-0.668797525,-3,-0.329130146,-0.685455101,-1,22.3941,22.3941,0.279149374,-22.3941,-0.092728298,-0.260416667,-0.538613303,-0.141605858,-0.355129651,-0.001929652,1,0.691141,0,130.1874,-0.564076075,1,1.29E-06,0.222925957,0.367676914,0.008988501,0.713400901,0.638130104,1.565597519,-0.117145127,-0.421981877,5526.189854,1.303435115,144,-0.089738922,-0.216632095,-1,1.976348064,-0.000379487,22.3941,-0.779520295,22.3941,1.04766801,-0.321544741,0.347464442,-106998.6721,-1,-5,4.16E-05,FALSE,0,0.055695613,-1,0,-7.090344438,-0.474975939,0,-0.017251676,-1.49E-10,-8,-1,FALSE,-6,0.49952919,0.864506245,TRUE,-0.003013913,-1,-0.220808595,-189888.833,0,-1,3,-0.285512965,-0.218998596,6,22.65384615,TRUE,-0.14416315,-1,-0.00011527,0.061094062,0.013978113
2019/5/27,CI005008.INDX,5609.186,5702.484,5543.279,5690.3849,887413200,8951449000,0.130636979,0.718860281,-0.666654334,-2,-0.351976394,-0.686344014,-1,-85.036,-85.036,0.835834097,85.036,-0.060033822,-0.831081081,-0.516910936,-0.287221025,-0.520293123,-0.116881591,1,0.431447753,0,11.2634,-0.363636364,1,-6.48E-06,0.169806126,0.053840308,0.008958976,0.495495495,0.156294002,1.32801447,-0.194133035,-0.405926403,5521.446747,1.148322543,144,-0.056681456,0.121958967,-1,0.531823274,0.00140792,-85.036,-0.779520295,-85.036,-3.433120599,-0.859932532,0.136306264,-26191.78436,-1,-1,-0.00083659,FALSE,-1,0.045365995,-1,-1,-5.088085827,-0.930386419,0,-0.002265932,-0.616026968,-10,-1,FALSE,-6,0.663370998,0.899132865,FALSE,-0.838923337,-1,-0.248515691,-107460.4864,0,-1,2,-0.148298217,-0.340664483,5,20.51669086,TRUE,0.000937647,-1,-0.00069192,0.51002412,-0.011630215
2019/5/28,CI005008.INDX,5693.78,5771.133,5673.128,5724.5156,974753600,10145394000,0.850197294,0.668272941,-0.614022702,-7,-0.371882175,-0.641262266,-17,-34.1307,-34.1307,0.257372241,-34.1307,-0.093855693,-1.60670045,-0.582863585,-0.18521102,-0.359075536,-0.338761877,-1,0.237941737,-112.612,-96.7726,-0.371580268,1,-2.06E-07,0.08380771,-0.30432854,0.008918192,0.628378378,0.33230076,1.423295088,-0.555842411,-0.340248245,5617.839049,1.088505747,20,-0.212105182,-0.186559618,-1,1.825692743,0.000626864,-34.1307,-0.779520295,-34.1307,0.730386578,-0.510410734,0.139249237,-20336.31177,-1,-1,-0.000630804,FALSE,-1,-0.06337281,-1,-1,-4.180124224,-0.951041547,0,-0.325183519,-0.209576686,-8,-1,FALSE,-6,0.414783427,0.88317078,FALSE,-0.000435352,-1,-0.750353407,-149420.4374,0,-1,-8,-0.722835439,-0.678053346,4,16.26697353,TRUE,-0.11533052,-1,-0.00058225,0.313609371,-0.043063696
2019/5/29,CI005008.INDX,5704.973,5795.333,5691.645,5760.6687,839077000,9196225000,0.850197294,0.568233484,-0.502075953,-9,-0.381430647,-0.522879538,-1,-36.1531,-36.1531,0.255164121,36.1531,-0.032976325,-1.59375,-0.073844419,-0.048175692,-0.443066516,-0.058948374,1,0.273985703,-92.849,-155.3198,-0.371580268,1,-1.72E-06,0.017993199,-0.408899482,0.008893895,0.557713964,0.323289214,1.329780929,-0.607419655,-0.264960795,5633.655711,1.03908431,15,0.086949557,0.075856985,-1,0.737162268,0.000704635,-36.1531,-0.613929889,-36.1531,0.454483822,-0.634122566,0.475892276,-22744.15556,-1,-1,-0.000798778,FALSE,-1,-0.135820243,-1,-1,-3.806606437,-0.970371785,0,-0.945557123,-0.572726191,-3,0,FALSE,-6,0.233521657,0.903917921,TRUE,-0.348605034,0,-0.751484309,-199699.6226,0,-1,-11,-0.850197294,-0.951333645,3,12.89192886,TRUE,-0.352320675,0,-0.000571166,0.537141838,-0.051374938
2019/5/30,CI005008.INDX,5735.353,5735.353,5645.057,5701.5605,977259800,9890451000,0.623308906,0.708781849,-0.498687288,-6,-0.367705767,-0.517392894,7,59.1082,59.1082,0.877832677,59.1082,-0.146561443,-0.956362613,-0.491262683,-0.089133949,-0.141488162,-0.06614366,-1,0.126740719,35.78,-11.1756,-0.371580268,1,-1.17E-06,0.08492157,-0.030522345,0.008860414,0.830236486,0.784849338,1.644974629,-0.132033282,-0.196747141,5588.819934,1.130917592,120,-0.005911555,0.059743537,1,1.184596407,-0.001027129,1,-0.556734317,1,-11.91540939,-0.64452374,0.418046222,-25612.35275,-1,-1,-0.000418651,FALSE,-1,-0.073198396,-1,-1,-4.899774139,-0.881300812,0,-0.894078272,-1.12E-08,-7,-1,TRUE,-6,0.382297552,0.873167441,TRUE,-0.415538606,0,-0.775515974,-190466.6519,0,-1,-11,-0.485625705,-0.862423959,2,12.84507042,TRUE,-0.484060009,0,-0.0006625,-0.374237239,-0.051332385
2019/5/31,CI005008.INDX,5706.036,5745.504,5674.924,5683.7011,795758900,8322331000,0.478438557,0.433357221,0.073865564,-8,-0.358689288,0.016330595,-1,17.8594,17.8594,0.117092615,-17.8594,-0.612457723,-0.264076577,-0.062852311,-0.030754036,-0.157553551,-0.208028718,1,0.031693091,49.829,40.8145,-0.040128618,1,2.50E-06,0.173779938,0.094244126,0.008831022,0.802083333,0.618417347,1.614720404,-0.153893097,0.062170093,5605.521376,1.160165485,55,0.113020466,-0.062053965,-1,1.000688089,-0.000337721,17.8594,-0.556734317,17.8594,6.707005919,-0.126819424,-0.023733837,-30138.3558,-1,-1,0.000283691,FALSE,-1,0.093404468,0,-1,-1.921230943,-0.955411498,0,-0.75585563,-0.366518193,-10,0,FALSE,-6,0.446798493,0.817785008,TRUE,-0.495323694,0,-0.713881821,-226238.5653,0,-2,-11,-0.076475809,-0.575573234,1,13.98219585,TRUE,-0.480778247,0,-5.22E-05,-0.316443519,-0.032502747
2019/6/3,CI005008.INDX,5696.184,5726.176,5618.579,5624.2045,893305500,9034243000,0.335822999,0.163587451,0.079067506,-4,-0.340413021,0.021293806,-1,59.4966,59.4966,0.87927232,59.4966,-0.603720406,-0.185529279,-0.056933484,-0.039247879,-0.050450958,-0.12242794,1,0.032574507,9.177,136.4642,-0.040128618,1,4.73E-06,0.233801395,0.294327277,0.008792685,0.900619369,0.785975781,1.692369353,-0.068523011,0.061917223,5570.989637,1.263027295,68,0.172222259,0.028633655,1,1.853012965,-0.001134629,1,-0.556734317,1,18.01300947,-0.055715431,-0.01096131,-38454.11427,-1,-1,0.000269135,FALSE,-1,0.208145302,0,-1,-2.875776398,-0.595072788,0,-0.604212817,-1.83E-06,-13,0,FALSE,-6,0.503295669,0.850342356,TRUE,-0.003013913,0,-0.687588352,-141760.0705,0,-4,-6,-0.020561177,-0.281703322,1,17.2285192,TRUE,-0.333098922,0,-3.89E-05,-0.668966895,0.028139944
2019/6/4,CI005008.INDX,5622.443,5622.443,5448.84,5477.9968,804557700,8348690000,0.130636979,-0.19785733,-0.169675781,-1,-0.303857546,-0.220512168,-1,146.2077,-146.2077,0.133715905,-146.2077,-0.836527621,-0.721002252,-0.635851184,-0.009605904,-0.019165727,-0.034816185,1,-0.002878884,0,223.5637,-0.020515248,1,5.66E-06,0.227224159,0.479320167,0.008777281,0.963682432,0.936919178,1.755238905,-0.006337439,-0.092799359,5431.193465,1.526685393,91,-0.245999455,-0.431368338,1,2.29537321,-0.00362837,1,-0.44603321,1,2.742310305,-0.191292995,-0.417973995,-69565.4991,-1,-1,0.000186295,FALSE,-1,0.367502913,0,0,-3.778656126,-0.475937169,0,-0.604212817,-0.103363109,-17,0,TRUE,-6,0.686911488,0.824354165,TRUE,-0.000435352,0,-0.213457733,-66415.51824,0,-4,-7,-0.000768598,-0.439401029,3,24.37241379,TRUE,-0.15705579,0,-6.53E-05,-0.832044193,0.053995084
2019/6/5,CI005008.INDX,5531.525,5551.533,5458.807,5464.7147,629104300,6292167000,0.130636979,-0.096213776,-0.653624846,-2,-0.295013578,-0.663888233,-1,-13.2821,-13.2821,0.141681648,-13.2821,-0.968996618,-1.425112613,-0.938275085,-0.009234983,-0.113585118,-0.101225642,1,-0.209380901,0,218.9864,-0.327326835,1,4.00E-06,0.218649375,2.54132246,0.00872946,0.892736486,0.59504365,1.69264215,-0.005099511,-0.40987987,5404.956902,1.555238774,40,-0.817436073,-0.439161438,1,1.834472322,-0.000336354,1,-0.593173432,1,8.212162323,-0.067702365,-0.649369245,-104131.2779,-3,-2,0.000153943,FALSE,-1,0.414140762,0,0,-4.718802936,-0.400386557,0,-0.001662045,-1.65E-13,-17,0,FALSE,-6,0.784602321,0.586676469,TRUE,-0.000435352,-1,-0.121006503,-146751.5175,0,-7,-4,-0.002165146,-1.305568554,6,36.06122449,TRUE,0.081809658,-1,-4.98E-05,-0.720505354,0.054187312
2019/6/6,CI005008.INDX,5473.045,5478.624,5384.904,5408.8858,667610000,6350660000,0.130636979,-0.066941111,-0.76868097,-1,-0.281434271,-0.769127962,-1,-55.8289,-55.8289,0.097763703,55.8289,-0.95518602,-2.053490991,-0.947576099,-0.010213378,-0.111330327,-0.07047101,1,-0.235723064,0,215.3187,-0.327326835,1,2.31E-06,0.203266029,2.589737289,0.008723901,0.890484234,0.77161363,1.680431476,-0.005206307,-0.597721211,5336.436567,1.671675432,40,-0.831165672,0.434287791,1,1.848783373,-0.001373624,1,-0.823339483,1,0.811263631,-0.271428553,-0.801899565,-51594.9791,-6,-4,4.82E-05,FALSE,0,0.394202839,0,0,-6.174477696,-0.412923111,0,-0.001662045,-2.54E-18,-16,0,FALSE,-6,0.77894141,0.490753462,TRUE,-9.08E-06,-1,-0.088210348,-184692.365,0,-11,-4,-0.000872265,-3.177819373,7,53.95419847,TRUE,0.399203,-1,-9.26E-05,-0.684576562,0.04827081
2019/6/10,CI005008.INDX,5429.529,5507.37,5410.126,5498.9652,610411900,6308002000,0.130636979,-0.267335654,-0.871453157,-2,-0.291789673,-0.86770029,-1,-90.0794,-90.0794,0.121871267,90.0794,-0.933765502,-1.545045045,-0.952367531,-0.112770131,-0.477452086,-0.152841564,1,-0.328175728,0,-20.9684,-0.327326835,1,-3.82E-06,0.150418564,2.166038886,0.008712916,0.513231982,0.145874402,1.308905266,-0.04157036,-0.697306372,5355.191365,1.500694444,35,-0.916725843,0.395785022,1,0.919368017,0.001639478,1,-0.823339483,1,0.012359334,-0.857329472,-0.519642729,-69842.45168,-6,-5,-0.000765276,FALSE,-1,0.306467722,0,0,-5.189440994,-0.881345213,0,-0.028570159,-0.482243875,-13,0,TRUE,-5,0.774695726,0.524131147,FALSE,-6.29E-05,-1,-0.072377721,-126115.0018,0,-14,-4,-0.29481398,-4.214787085,7,48,TRUE,0.507735584,-1,-0.000501128,0.714033626,0.031370393
2019/6/11,CI005008.INDX,5564.781,5788.127,5564.781,5782.4693,1278484300,14110055000,0.850197294,-0.711572042,-0.526055074,-5,-0.375025745,-0.454199703,-16,-283.5041,-283.5041,1.138374706,-283.5041,-0.996335964,-1.652027027,-0.990417136,-0.735769228,-0.596674183,-0.933918968,-1,-0.396044284,-309.503,-317.7546,-0.878410461,1,-1.02E-05,0.077674583,1.702609466,0.008710779,0.403153153,0.0104196,1.188624782,-0.214175728,-0.652325776,5564.989928,1.004395604,20,-0.958735081,-0.409597512,-1,1.056443542,0.006043368,-283.5041,-0.916051661,-283.5041,-0.881182245,-0.804508465,-0.890853571,-110098.1913,-6,-7,-0.000579449,FALSE,-1,-0.204637421,-1,-1,-7.274985884,-0.998903563,0,-0.566932834,-0.39932463,-5,-1,FALSE,-4,0.629943503,0.431560113,FALSE,-0.144447576,-1,-0.205258694,-83706.94214,0,-13,-7,-0.850197294,-4.525970987,7,23.75798319,TRUE,0.461790905,-1,-0.001179725,0.974664088,-0.023024108
2019/6/12,CI005008.INDX,5789.256,5847.24,5766.579,5773.7817,1310627500,13399838000,0.623308906,-0.537267217,-0.635343427,-9,-0.396315982,-0.585466906,-18,8.6876,8.6876,1.118476937,8.6876,-0.998590755,-1.875281532,-0.996617813,-0.013607387,-0.363866967,-0.738897204,-1,-0.275928809,-339.87,-364.8959,-0.94047619,1,3.28E-06,0.084749948,1.660493099,0.008722993,0.780405405,0.569698676,1.554478031,-0.204826744,-0.701511802,5704.529579,1.017807457,19,-0.973616492,0.394053204,1,2.992537455,-0.000320489,1,-0.916051661,1,9.696508486,-0.090498983,-0.916588209,-110087.2831,-6,-8,0.000387355,FALSE,-1,-0.516097508,-1,-1,-4.710333145,-0.949782003,0,-0.388346459,-4.17E-11,-1,-1,FALSE,-3,0.308380414,0.412054795,FALSE,-0.703792366,-1,-0.877297144,-241904.0889,0,-9,-11,-0.662626832,-4.808142255,6,13.87923417,TRUE,0.336615096,-1,-3.01E-05,-0.191841264,-0.012903501
2019/6/13,CI005008.INDX,5759.846,5784.291,5718.116,5760.8329,879291300,8426041000,0.478438557,-0.565900327,-0.624944519,-8,-0.391838017,-0.572809614,-1,12.9488,12.9488,0.963216697,-12.9488,-0.99746336,-2.431306306,-0.995772266,-0.167306643,-0.448139797,-0.004999832,-1,-0.028845004,3.836,-261.8677,-0.94047619,1,-8.46E-07,0.186022407,1.682694192,0.008704496,0.72606982,0.593072374,1.494335102,-0.55208524,-0.718689418,5655.280681,1.036056338,14,-0.914683045,-0.435155706,1,1.462456486,-0.000446394,1,-0.916051661,1,-0.04890762,-0.644961435,-0.916920347,-55005.4576,-6,-8,-0.000473821,TRUE,0,-0.502153185,-1,-1,-7.736871824,-0.715630435,0,-0.388346459,-1.32E-08,-1,-1,FALSE,-4,0.177495292,0.378835021,TRUE,-0.59042784,-1,-0.83008199,-347029.3405,0,-8,-6,-0.61583991,-4.430042115,4,10.67270668,TRUE,0.288326301,-1,-0.000605865,0.014913262,0.009833283
2019/6/14,CI005008.INDX,5759.541,5773.02,5659.396,5669.9771,806098100,7734774000,0.335822999,-0.586752587,-0.543288724,-7,-0.361558478,-0.496186391,-1,90.8558,90.8558,0.020463769,-90.8558,-0.995490417,-2.485078829,-0.990135287,-0.042517176,-0.146843292,-0.178736536,1,0.020210376,74.22,112.4922,-0.97680296,1,4.57E-06,0.25565489,2.394691296,0.008726363,0.923141892,0.864826809,1.724871127,-0.059895893,-0.679963928,5619.972413,1.184384384,8,-0.817915309,-0.052238378,-1,1.540465097,-0.003235808,90.8558,-0.916051661,90.8558,2.697011628,-0.100714869,-0.890472307,-72151.69378,-6,-8,0.000250435,FALSE,0,-0.409393146,0,-1,-7.256070017,-0.744782673,0,-0.388346459,-0.037839932,-5,-1,FALSE,-6,0.324858757,0.342658181,TRUE,-0.415538606,-1,-0.827537461,-119871.1742,0,-7,-1,-0.106892875,-4.171268133,2,12.23896104,TRUE,0.482419128,-1,-4.78E-05,-0.788241144,0.030596244
2019/6/17,CI005008.INDX,5666.95,5705.569,5645.148,5671.4699,593222300,5690160000,0.130636979,-0.535004713,-0.497067828,-6,-0.353598836,-0.459158785,-1,-1.4928,-1.4928,0.004831514,1.4928,-0.98421646,-2.509290541,-0.962514092,-0.05752965,-0.467587373,-0.033675663,1,0.018449764,78.722,102.3118,-1,1,4.57E-07,0.19791798,2.364492192,0.008717179,0.714527027,0.513658124,1.51691944,-0.464369217,-0.63937072,5579.35857,1.180072029,1,-0.883127517,0.427222248,1,1.19852442,5.25E-05,1,-0.932656827,1,-16.83119042,-0.433908415,-0.851730281,-22738.95116,-6,-8,1.04E-05,FALSE,0,-0.278213114,0,0,-5.115471485,-0.746667213,0,-0.684995534,-0.000202969,-12,-1,FALSE,-6,0.52212806,0.294564417,TRUE,-0.59042784,-1,-0.685609273,-164887.206,0,-10,3,-0.036043919,-4.079550772,1,14.09371884,TRUE,0.712142522,-1,-0.00013809,0.074805534,0.037625325
2019/6/18,CI005008.INDX,5690.153,5704.306,5626.731,5649.3331,599014100,6032588000,0.130636979,-0.606450188,-0.414928479,-5,-0.345532874,-0.382405466,-1,22.1368,22.1368,0.062800789,22.1368,-0.983934611,-2.85472973,-0.975479143,-0.064707386,-0.145997745,-0.271122154,1,-0.005525991,0,111.4998,-1,1,1.65E-06,0.173402571,2.357053892,0.008726955,0.849099099,0.635595607,1.651542578,-0.110346534,-0.590201884,5564.67711,1.22323601,2,-0.992050514,0.022476714,1,1.46733896,-0.000737296,1,-0.932656827,1,-2.521913848,-0.302037464,-0.878731505,-16988.24223,-4,-7,4.46E-05,FALSE,0,-0.197585468,0,-1,-5.125352908,-0.698477857,0,-0.074880066,-0.508036644,-12,-1,FALSE,-1,0.712335217,0.245225295,TRUE,-6.29E-05,-1,-0.711620017,-188502.232,0,-11,1,-0.026216276,-4.526438933,1,15.95485327,TRUE,0.673230192,-1,-0.000105541,-0.526192379,0.028903801
2019/6/19,CI005008.INDX,5772.666,5804.724,5692.448,5699.2797,815978900,8237370000,0.130636979,0.187507726,-0.402850731,-7,-0.369746493,-0.3583341,-1,-49.9466,-49.9466,0.802385596,-49.9466,-0.925591883,-2.876970721,-0.895434047,-0.293958343,-0.082863585,-0.936515313,1,0.009896806,-99.155,-29.3026,-1,1,4.81E-06,0.073858322,1.914796504,0.00871841,0.902027027,0.258800338,1.71939974,-0.081712362,-0.574980212,5647.361113,1.134581627,39,-0.947402232,-0.43817459,-1,2.097973429,0.001656878,-49.9466,-0.932656827,-49.9466,0.738775553,-0.064867051,-0.880878875,-18504.68755,-1,-6,0.000148688,FALSE,0,-0.153744797,-1,-1,-6.193675889,-0.984380897,0,-0.075769971,-0.117450353,-9,-1,FALSE,-1,0.520244821,0.294109065,FALSE,-0.838923337,0,-0.824710206,-98129.02492,0,-10,-4,-0.228499089,-4.881141788,1,15.3318872,TRUE,0.378574777,-1,-4.46E-05,-0.653618283,0.022896069
2019/6/20,CI005008.INDX,5696.117,5837.895,5676.814,5817.4808,919968500,9629270000,0.850197294,-0.406321047,-0.357947144,-6,-0.400244789,-0.314990042,-8,-118.2011,-118.2011,1.013752575,-118.2011,-0.960822999,-2.905968468,-0.940248027,-0.580740929,-0.55524239,-0.031239224,-1,-0.034574003,-133.589,-146.0109,-0.965435248,1,-5.84E-06,0.074437212,1.55538701,0.008759194,0.448761261,0.096310898,1.242627771,-0.647097245,-0.543085923,5652.121564,0.959349593,144,-0.985969282,-0.251084753,-1,0.783895809,0.004085767,-118.2011,-0.932656827,-118.2011,-2.762839032,-0.785899485,-0.772236111,-20670.5587,-2,-8,-0.000489435,FALSE,-1,-0.268934145,-1,-1,-4.704968944,-0.987491702,0,-0.764174894,-0.404678529,-7,-1,FALSE,-1,0.311676083,0.33201485,FALSE,-0.144447576,-1,-0.707944586,-88731.04477,0,-8,-10,-0.850197294,-4.98689752,2,11.34250344,TRUE,0.091654946,-1,-0.000797062,0.753428688,0.013245132
2019/6/21,CI005008.INDX,5853.904,5883.785,5813.878,5843.4571,1046578100,9901851000,0.850197294,-0.428637909,-0.365631436,-9,-0.435806758,-0.296938061,-14,-25.9763,-25.9763,0.997111664,-25.9763,-0.989289741,-2.870495495,-0.977733935,-0.163529129,-0.275648253,-0.896233495,-1,-0.089460655,-79.061,-194.124,-0.954785924,1,4.82E-07,0.016813061,1.403367532,0.008775375,0.765765766,0.372852718,1.551742002,-0.218464376,-0.525373218,5754.115378,0.912600536,126,-0.999175581,-0.363340245,-1,1.965626122,0.000937994,-25.9763,-0.932656827,-25.9763,1.268784834,-0.42691653,-0.841761511,-8070.068703,-1,-6,0.000262372,FALSE,0,-0.283947721,-1,-1,-7.698757764,-0.968458263,0,-0.764174894,-7.64E-07,-4,-1,FALSE,-1,0.15913371,0.431037545,FALSE,-0.495323694,0,-0.905286966,-287553.2415,0,-6,-6,-0.850197294,-4.970987365,4,10.81974742,TRUE,-0.160337553,-1,-0.000220476,-0.149437833,0.010424839
